Y Angle (deg),Tan Shift,Sag Shift,Real Cosine,Ref. Cosine,Distortion,Wavelength
15.180576,-7.3115533,-6.8637447,0.27241550,0.26842544,1.4864693,0.656273 µm.
15.180576,-7.3115533,-6.8637447,0.27241550,0.26842544,1.4864693,0.656273 µm.
15.345582,-7.3232198,-6.8635270,0.27562558,0.27148666,1.5245363,0.656273 µm.
15.345582,-7.3232198,-6.8635270,0.27562558,0.27148666,1.5245363,0.656273 µm.
15.510588,-7.3351548,-6.8633178,0.27884485,0.27455273,1.5633154,0.656273 µm.
15.510588,-7.3351548,-6.8633178,0.27884485,0.27455273,1.5633154,0.656273 µm.
15.675594,-7.3473667,-6.8631178,0.28207351,0.27762370,1.6028211,0.656273 µm.
15.675594,-7.3473667,-6.8631178,0.28207351,0.27762370,1.6028211,0.656273 µm.
15.840601,-7.3598644,-6.8629275,0.28531173,0.28069964,1.6430685,0.656273 µm.
15.840601,-7.3598644,-6.8629275,0.28531173,0.28069964,1.6430685,0.656273 µm.
16.005607,-7.3726572,-6.8627479,0.28855968,0.28378061,1.6840731,0.656273 µm.
16.005607,-7.3726572,-6.8627479,0.28855968,0.28378061,1.6840731,0.656273 µm.
16.170613,-7.3857548,-6.8625796,0.29181756,0.28686667,1.7258510,0.656273 µm.
16.170613,-7.3857548,-6.8625796,0.29181756,0.28686667,1.7258510,0.656273 µm.
16.335619,-7.3991676,-6.8624235,0.29508556,0.28995789,1.7684189,0.656273 µm.
16.335619,-7.3991676,-6.8624235,0.29508556,0.28995789,1.7684189,0.656273 µm.
16.500626,-7.4129062,-6.8622804,0.29836388,0.29305434,1.8117943,0.656273 µm.
16.500626,-7.4129062,-6.8622804,0.29836388,0.29305434,1.8117943,0.656273 µm.
