0.24000000,-4.6861084E-005,-1.1510783E-003,-6.9330866E-004,3.0388050E-003
0.25000000,-1.3062631E-004,-1.2452875E-003,-7.9256202E-004,2.9323946E-003
0.26000000,-2.1713446E-004,-1.3427077E-003,-8.9525140E-004,2.8222316E-003
0.27000000,-3.0630008E-004,-1.4432587E-003,-1.0012991E-003,2.7083905E-003
0.28000000,-3.9803351E-004,-1.5468564E-003,-1.1106235E-003,2.5909497E-003
0.29000000,-4.9224072E-004,-1.6534127E-003,-1.2231392E-003,2.4699913E-003
0.30000000,-5.8882323E-004,-1.7628351E-003,-1.3387565E-003,2.3456012E-003
0.31000000,-6.8767798E-004,-1.8750270E-003,-1.4573818E-003,2.2178694E-003
0.32000000,-7.8869718E-004,-1.9898873E-003,-1.5789170E-003,2.0868900E-003
0.33000000,-8.9176820E-004,-2.1073104E-003,-1.7032597E-003,1.9527613E-003
0.34000000,-9.9677340E-004,-2.2271860E-003,-1.8303029E-003,1.8155859E-003
0.35000000,-1.1035900E-003,-2.3493988E-003,-1.9599350E-003,1.6754711E-003
0.36000000,-1.2120898E-003,-2.4738288E-003,-2.0920396E-003,1.5325286E-003
0.37000000,-1.3221393E-003,-2.6003508E-003,-2.2264952E-003,1.3868749E-003
0.38000000,-1.4335992E-003,-2.7288341E-003,-2.3631752E-003,1.2386315E-003
0.39000000,-1.5463244E-003,-2.8591427E-003,-2.5019477E-003,1.0879250E-003
0.40000000,-1.6601638E-003,-2.9911349E-003,-2.6426753E-003,9.3488725E-004
0.41000000,-1.7749598E-003,-3.1246632E-003,-2.7852151E-003,7.7965542E-004
0.42000000,-1.8905486E-003,-3.2595738E-003,-2.9294181E-003,6.2237244E-004
0.43000000,-2.0067596E-003,-3.3957070E-003,-3.0751293E-003,4.6318701E-004
0.44000000,-2.1234152E-003,-3.5328962E-003,-3.2221874E-003,3.0225387E-004
0.45000000,-2.2403306E-003,-3.6709684E-003,-3.3704245E-003,1.3973401E-004
0.46000000,-2.3573136E-003,-3.8097434E-003,-3.5196662E-003,-2.4205101E-005
0.47000000,-2.4741642E-003,-3.9490338E-003,-3.6697308E-003,-1.8938928E-004
0.48000000,-2.5906744E-003,-4.0886448E-003,-3.8204295E-003,-3.5563736E-004
0.49000000,-2.7066277E-003,-4.2283736E-003,-3.9715657E-003,-5.2276093E-004
0.50000000,-2.8217990E-003,-4.3680094E-003,-4.1229352E-003,-6.9056408E-004
0.51000000,-2.9359542E-003,-4.5073329E-003,-4.2743256E-003,-8.5884305E-004
0.52000000,-3.0488498E-003,-4.6461159E-003,-4.4255157E-003,-1.0273860E-003
0.53000000,-3.1602324E-003,-4.7841215E-003,-4.5762759E-003,-1.1959725E-003
0.54000000,-3.2698385E-003,-4.9211027E-003,-4.7263672E-003,-1.3643736E-003
0.55000000,-3.3773940E-003,-5.0568031E-003,-4.8755409E-003,-1.5323509E-003
0.56000000,-3.4826137E-003,-5.1909558E-003,-5.0235384E-003,-1.6996565E-003
0.57000000,-3.5852009E-003,-5.3232829E-003,-5.1700909E-003,-1.8660328E-003
0.58000000,-3.6848469E-003,-5.4534956E-003,-5.3149185E-003,-2.0312115E-003
0.59000000,-3.7812303E-003,-5.5812934E-003,-5.4577301E-003,-2.1949137E-003
0.60000000,-3.8740168E-003,-5.7063634E-003,-5.5982228E-003,-2.3568492E-003
0.61000000,-3.9628582E-003,-5.8283801E-003,-5.7360812E-003,-2.5167160E-003
0.62000000,-4.0473922E-003,-5.9470044E-003,-5.8709773E-003,-2.6741997E-003
0.63000000,-4.1272415E-003,-6.0618837E-003,-6.0025695E-003,-2.8289731E-003
0.64000000,-4.2020129E-003,-6.1726505E-003,-6.1305020E-003,-2.9806958E-003
0.65000000,-4.2712971E-003,-6.2789221E-003,-6.2544045E-003,-3.1290129E-003
0.66000000,-4.3346675E-003,-6.3803000E-003,-6.3738911E-003,-3.2735552E-003
0.67000000,-4.3916798E-003,-6.4763689E-003,-6.4885600E-003,-3.4139380E-003
0.68000000,-4.4418705E-003,-6.5666960E-003,-6.5979923E-003,-3.5497602E-003
0.69000000,-4.4847566E-003,-6.6508301E-003,-6.7017514E-003,-3.6806044E-003
0.70000000,-4.5198344E-003,-6.7283009E-003,-6.7993824E-003,-3.8060349E-003
0.71000000,-4.5465784E-003,-6.7986179E-003,-6.8904105E-003,-3.9255979E-003
0.72000000,-4.5644403E-003,-6.8612693E-003,-6.9743409E-003,-4.0388200E-003
0.73000000,-4.5728479E-003,-6.9157212E-003,-7.0506572E-003,-4.1452072E-003
0.74000000,-4.5712038E-003,-6.9614163E-003,-7.1188202E-003,-4.2442442E-003
0.75000000,-4.5588841E-003,-6.9977727E-003,-7.1782676E-003,-4.3353934E-003
0.76000000,-4.5352371E-003,-7.0241829E-003,-7.2284116E-003,-4.4180931E-003
0.77000000,-4.4995816E-003,-7.0400119E-003,-7.2686388E-003,-4.4917570E-003
0.78000000,-4.4512058E-003,-7.0445964E-003,-7.2983077E-003,-4.5557724E-003
0.79000000,-4.3893652E-003,-7.0372428E-003,-7.3167482E-003,-4.6094993E-003
0.80000000,-4.3132811E-003,-7.0172258E-003,-7.3232595E-003,-4.6522684E-003
0.81000000,-4.2221384E-003,-6.9837869E-003,-7.3171086E-003,-4.6833800E-003
0.82000000,-4.1150842E-003,-6.9361319E-003,-7.2975285E-003,-4.7021021E-003
0.83000000,-3.9912250E-003,-6.8734298E-003,-7.2637164E-003,-4.7076686E-003
0.84000000,-3.8496249E-003,-6.7948099E-003,-7.2148318E-003,-4.6992777E-003
0.85000000,-3.6893028E-003,-6.6993603E-003,-7.1499941E-003,-4.6760895E-003
0.86000000,-3.5092301E-003,-6.5861249E-003,-7.0682804E-003,-4.6372244E-003
0.87000000,-3.3083279E-003,-6.4541014E-003,-6.9687235E-003,-4.5817601E-003
0.88000000,-3.0854638E-003,-6.3022382E-003,-6.8503085E-003,-4.5087299E-003
0.89000000,-2.8394490E-003,-6.1294318E-003,-6.7119709E-003,-4.4171198E-003
0.90000000,-2.5690346E-003,-5.9345234E-003,-6.5525931E-003,-4.3058653E-003
0.91000000,-2.2729084E-003,-5.7162958E-003,-6.3710014E-003,-4.1738494E-003
0.92000000,-1.9496904E-003,-5.4734699E-003,-6.1659626E-003,-4.0198985E-003
0.93000000,-1.5979291E-003,-5.2047008E-003,-5.9361803E-003,-3.8427794E-003
0.94000000,-1.2160969E-003,-4.9085736E-003,-5.6802912E-003,-3.6411957E-003
0.95000000,-8.0258506E-004,-4.5835990E-003,-5.3968606E-003,-3.4137839E-003
0.96000000,-3.5569857E-004,-4.2282091E-003,-5.0843783E-003,-3.1591088E-003
0.97000000,1.2634928E-004,-3.8407516E-003,-4.7412535E-003,-2.8756598E-003
0.98000000,6.4544308E-004,-3.4194849E-003,-4.3658098E-003,-2.5618452E-003
0.99000000,1.2035718E-003,-2.9625720E-003,-3.9562793E-003,-2.2159876E-003
1.0000000,1.8028356E-003,-2.4680743E-003,-3.5107971E-003,-1.8363181E-003
